Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.130054473876953,23.242154611587466,22.861013003027253,22.88343360074159,38409100
2010-01-05,23.137529373168945,23.242157416364723,22.89838200374561,23.055323355823898,49749600
2010-01-06,22.995532989501953,23.227206789948955,22.808698957592636,23.077738994249284,58182400
2010-01-07,22.756383895874023,22.943217913326418,22.56207634667188,22.890903191078184,50559700
2010-01-08,22.913326263427734,23.077739703405197,22.599445023157603,22.629339153388372,51197400
2010-01-11,22.621868133544922,22.988062716963213,22.50976798358924,22.95069505002416,68754700
2010-01-12,22.47239875793457,22.719019640903415,22.352825082884866,22.53218559545942,65912100
2010-01-13,22.68164825439453,22.808695433480356,22.427553896222875,22.614387899264955,51863500
2010-01-14,23.137529373168945,23.242157416364723,22.61439485891309,22.65176110084895,63228100
2010-01-15,23.062789916992188,23.346776975970204,22.950688374213442,23.227203327407846,79913200
2010-01-19,23.24215316772461,23.346779766363998,22.928271946375936,22.980585245695632,46575700
2010-01-20,22.861011505126953,23.122579426266743,22.65175688312902,23.025424934634295,54849500
2010-01-21,22.42755699157715,22.958164949242313,22.42008345937236,22.875958945850698,73086700
2010-01-22,21.64285659790039,22.569554780104472,21.55317704828757,22.420086963508783,102004600
2010-01-25,21.911895751953125,22.16599015770679,21.74748231164276,21.85210891680112,63373000
2010-01-26,22.046417236328125,22.30798518354018,21.740009517586493,21.822216953249587,66639900
2010-01-27,22.173458099365234,22.285558208831,21.687690008060102,21.934310819056876,63949500
2010-01-28,21.792325973510742,22.32293547749737,21.590544834300438,22.300514875774834,117513700
2010-01-29,21.0599365234375,22.360301474952916,20.671321317118643,22.34535440730277,193888500
2010-02-01,21.2318172454834,21.28413054135562,20.865622748947448,21.216870182254077,85931100
2010-02-02,21.269187927246094,21.299082059958035,21.03004056727337,21.20192897950563,54413700
2010-02-03,21.3962345123291,21.51580961423607,21.015094309455044,21.119720920014146,61397900
2010-02-04,20.805831909179688,21.299073497185358,20.783411318659383,21.20939256053427,77850000
2010-02-05,20.94036102294922,21.134668609312108,20.60405915704601,20.925413956591143,80960100
2010-02-08,20.71615982055664,20.985201319989432,20.604059670936554,20.932888011862108,52820600
2010-02-09,20.932886123657227,21.179507000747815,20.738578549975156,20.902991992892012,59195800
2010-02-10,20.917938232421875,21.104772266036324,20.80583809733932,20.947832362006853,48591300
2010-02-11,21.015092849731445,21.22434605631477,20.7012116144259,20.87309858424236,65993700
2010-02-12,20.873098373413086,20.970251443283967,20.611530442395345,20.783417410475657,81117200
2010-02-16,21.286060333251953,21.301077297799456,21.03828614660443,21.120876587422565,51935600
2010-02-17,21.466257095336914,21.511306551602328,21.293566319572513,21.421207639071504,45882900
2010-02-18,21.751569747924805,21.796620631150375,21.406188235772813,21.466254647977344,42856500
2010-02-19,21.601409912109375,21.714034284545146,21.541343484670524,21.616426876993234,44451800
2010-02-22,21.571361541748047,21.729036703282357,21.511295154519654,21.653953361222953,36707100
2010-02-23,21.271038055419922,21.646453482753202,21.09083882215149,21.53382914097246,52266200
2010-02-24,21.496286392211914,21.616420644549116,21.308578681573298,21.413695973356326,43165900
2010-02-25,21.47376823425293,21.511309213770655,21.038286284203103,21.225994045984866,48735300
2010-02-26,21.526323318481445,21.66147311814409,21.406190481469398,21.511306355830843,40370600
2010-03-01,21.78911018371582,21.81163419119914,21.4212032631619,21.60140248350896,43805400
2010-03-02,21.368648529052734,21.99934665282022,21.203466232674167,21.834164356441654,93123900
2010-03-03,21.368648529052734,21.481274319229822,21.286058096911656,21.406190936477234,48442100
2010-03-04,21.496286392211914,21.511303352766088,21.22598826271771,21.368645091693807,42890600
2010-03-05,21.466257095336914,21.533831995783228,21.338615775837923,21.51881503299596,56001800
2010-03-08,21.496286392211914,21.72153650423596,21.398679012802155,21.413695973356326,39414500
2010-03-09,21.623937606811523,21.856696305827203,21.436229810113172,21.443738293832727,50271600
2010-03-10,21.751569747924805,21.856687043354906,21.623928442978148,21.66897932620372,44891400
2010-03-11,21.909244537353516,21.91675301774112,21.66147041294744,21.69150290240165,35349700
2010-03-12,21.976825714111328,22.059416157803394,21.80413491209556,22.014366694689848,31700200
2010-03-15,21.991838455200195,22.051904871846816,21.781605280888865,21.90924659527497,37512000
2010-03-16,22.05190658569336,22.142005501617493,21.92426526138713,22.089447561979007,36723500
2010-03-17,22.247121810913086,22.42732251043738,22.07443102530682,22.149514411425862,50385700
2010-03-18,22.23209571838379,22.314686114994732,22.14950388967705,22.247111242797544,43845200
2010-03-19,22.217084884643555,22.44984204630358,22.036885653155515,22.344726185959605,81332100
2010-03-22,22.224597930908203,22.299681317477802,22.0669226759024,22.149514544338608,37718200
2010-03-23,22.43482780456543,22.449844767033408,22.081937779146113,22.217087577165195,42026600
2010-03-24,22.262136459350586,22.41230321597171,22.22459548624347,22.31469439453908,33987700
2010-03-25,22.532434463500977,22.95289934752982,22.37475923693002,22.39728467846765,73168700
2010-03-26,22.2696475982666,22.67509703027611,22.21708965680533,22.592505161067542,55595500
2010-03-29,22.217084884643555,22.389775635807567,22.187050963347453,22.30718378433948,33336000
2010-03-30,22.35223388671875,22.41980877518202,22.149509221328938,22.247116597944693,34954800
2010-03-31,21.991838455200195,22.31469454961556,21.901738114182102,22.25462813296894,63760000
2010-04-01,21.89423179626465,22.179548377597943,21.488783801865328,22.036890086931297,74768100
2010-04-05,21.976825714111328,22.096958570478527,21.796626429560533,21.871708390717572,34331200
2010-04-06,22.014360427856445,22.209576621905054,21.75907782272336,21.886719125289904,47366800
2010-04-07,22.036890029907227,22.194563851738824,21.879214775979158,21.89423173960973,58318800
2010-04-08,22.464868545532227,22.509918014508187,21.999352592457964,22.01436955948222,63713800
2010-04-09,22.78020477294922,22.83276269562951,22.449838846263994,22.487381242532763,54752500
2010-04-12,22.765195846557617,22.892837174714426,22.68260397772189,22.712637905333604,37068800
2010-04-13,22.862796783447266,22.900337747900508,22.62252974182013,22.637546700439827,41374600
2010-04-14,23.140605926513672,23.275755704903332,23.020473108410894,23.1180819181795,68941200
2010-04-15,23.17815589904785,23.238222327721683,23.05802160960357,23.140613486066318,52745400
2010-04-16,23.027982711791992,23.260739879207314,22.975424780320424,23.118083045811982,88703100
2010-04-19,23.305797576904297,23.46347141742299,23.095564357449398,23.103072840154567,64970300
2010-04-20,23.546056747436523,23.606123160278095,23.373364557432787,23.440939450891587,52199500
2010-04-21,23.523527145385742,23.65116842911241,23.44844378458841,23.523527145385742,55343100
2010-04-22,23.568580627441406,23.673697923407648,23.200673671800157,23.3057909677664,84847600
2010-04-23,23.245725631713867,23.71124145298145,23.012968437128272,23.36585990179614,126766600
2010-04-26,23.358348846435547,23.485990151742154,23.17064112875502,23.27575699238532,63649300
2010-04-27,23.16313934326172,23.46347149193921,23.088055948068185,23.238222738455253,68730900
2010-04-28,23.208175659179688,23.275750533360338,22.99043551178325,23.215684137654854,64557900
2010-04-29,23.275758743286133,23.59861627111874,23.027984594593068,23.22320080751735,52665200
2010-04-30,22.930376052856445,23.33582398849851,22.91535909136326,23.328315507751917,63214800
