Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.41838264465332,6.433078190699774,6.369497330115575,6.400987843132776,493729600
2010-01-05,6.429480075836182,6.4657692680287715,6.395589821602762,6.436078256388881,601904800
2010-01-06,6.327210426330566,6.454972387130861,6.320612246042203,6.429479818258525,552160000
2010-01-07,6.315512657165527,6.358100507320875,6.269626518023752,6.350602575880924,477131200
2010-01-08,6.357502460479736,6.358102695625094,6.269929394085613,6.307117545132728,447610800
2010-01-11,6.301418304443359,6.388091997010646,6.251632836127654,6.382093651328366,462229600
2010-01-12,6.229739189147949,6.291221434650521,6.190751141514069,6.273825830869377,594459600
2010-01-13,6.31761360168457,6.326011286922714,6.121172956085718,6.2342393869286985,605892000
2010-01-14,6.281023979187012,6.311915059273364,6.268727770863939,6.301418354669319,432894000
2010-01-15,6.176056385040283,6.3461059116849805,6.174256881014274,6.326011450061215,594067600
2010-01-19,6.449273586273193,6.453772345580243,6.215344108660808,6.248033891687862,730007600
2010-01-20,6.35000467300415,6.464569889643805,6.283124309703247,6.445375580952666,612152800
2010-01-21,6.240236759185791,6.397390242396652,6.214444668720891,6.360501610744345,608154400
2010-01-22,5.930728912353516,6.22314147504131,5.913034592356184,6.201548230112118,881767600
2010-01-25,6.090279579162598,6.1391644838469706,6.0039054227710285,6.073484615431557,1065699600
2010-01-26,6.176357746124268,6.4093883664563105,6.0755878996545425,6.176657663532042,1867110000
2010-01-27,6.234539985656738,6.315515276247701,5.984114177215755,6.203648895736993,1722568400
2010-01-28,5.97691535949707,6.163160012043322,5.959221038363411,6.1460655255530865,1173502400
2010-01-29,5.760079860687256,6.064189192320408,5.705796031258827,6.03059925593936,1245952400
2010-02-01,5.840155601501465,5.87824429618957,5.737286374368981,5.76937672330349,749876400
2010-02-02,5.8740458488464355,5.88784204500669,5.799668358622403,5.875545835809236,698342400
2010-02-03,5.975113868713379,6.004205438822166,5.830856888327958,5.853350279553127,615328000
2010-02-04,5.7597808837890625,5.9493238279776035,5.745384852198745,5.900138187558014,757652000
2010-02-05,5.862048625946045,5.878244159103058,5.723789962938904,5.7771744380537005,850306800
2010-02-08,5.8218607902526855,5.9346272828982425,5.818261782959478,5.868947001491611,478270800
2010-02-09,5.883942127227783,5.923230086653879,5.840754843034154,5.890839823720444,632886800
2010-02-10,5.851851940155029,5.896239298041465,5.826059854416686,5.874944770320464,370361600
2010-02-11,5.958322048187256,5.990712724826469,5.820063339299193,5.844656164052882,550345600
2010-02-12,6.009604454040527,6.047393226340155,5.863248040797161,5.941524440197623,655468800
2010-02-16,6.100179195404053,6.108876397622582,6.0437959381669915,6.056392065707889,543737600
2010-02-17,6.0746870040893555,6.127470852748636,6.024001375479951,6.123871844769956,436396800
2010-02-18,6.086082935333252,6.114874598140544,6.0258007542144325,6.047094083464997,422825200
2010-02-19,6.048293113708496,6.094179655749276,6.031498146800547,6.053991942333867,415469600
2010-02-22,6.010805130004883,6.073186730757388,5.973916501233123,6.068388454102314,390563600
2010-02-23,5.910035610198975,6.038097508192464,5.869547971588281,5.9982093038230095,575094800
2010-02-24,6.018002510070801,6.0413952559553215,5.933427042388517,5.945123815754363,460566400
2010-02-25,6.058190822601318,6.08398290916739,5.904936688411532,5.91963223546759,665126000
2010-02-26,6.136767864227295,6.1532629169710304,6.058191525802733,6.069587983931088,507460800
2010-03-01,6.267828464508057,6.283123445382566,6.161659746439926,6.170656864676158,550093600
2010-03-02,6.263628959655762,6.32301097483255,6.230338544560698,6.296018822132903,566546400
2010-03-03,6.278026103973389,6.294221641825188,6.236339191568273,6.266330127483421,372052800
2010-03-04,6.3194122314453125,6.325710494502627,6.257030636719899,6.276525660892347,366041200
2010-03-05,6.5665388107299805,6.58903220673107,6.436977346288985,6.446274782144528,899620400
2010-03-08,6.570437431335449,6.600727874514571,6.5455446982012,6.598328936763916,429889600
2010-03-09,6.688602924346924,6.747984950374677,6.534748947242772,6.5473450739117425,920259200
2010-03-10,6.7431864738464355,6.762381182367706,6.694001634955317,6.712896025732283,596218000
2010-03-11,6.7629804611206055,6.7629804611206055,6.6976004849702235,6.715295607529197,405700400
2010-03-12,6.795970916748047,6.829860371689238,6.770478345684692,6.8190633484712135,416323600
2010-03-15,6.713195323944092,6.762979592461603,6.605527017880345,6.759381385793019,493502800
2010-03-16,6.731489658355713,6.747384874886283,6.673307303651842,6.7233922916517335,446908000
2010-03-17,6.721593379974365,6.791472115150352,6.696101207989007,6.744986130667619,450956800
2010-03-18,6.737486839294434,6.74798354259145,6.676304921736602,6.720990990167102,342109600
2010-03-19,6.6655097007751465,6.755182974985065,6.634918535361095,6.741687096362669,559445600
2010-03-22,6.7404890060424805,6.77797827841731,6.602530213533673,6.612127569770108,456419600
2010-03-23,6.848753929138184,6.861350454694232,6.720991572468423,6.767178031993405,602431200
2010-03-24,6.879042625427246,6.903935349620048,6.823258833760617,6.827158157316734,597780400
2010-03-25,6.797471523284912,6.92703342643263,6.785474828313606,6.925533439137487,542284400
2010-03-26,6.924933433532715,6.956423552142521,6.854454061737121,6.866450755025055,640875200
2010-03-29,6.9696173667907715,7.0140043199820035,6.946524939271255,6.987912719892327,540744400
2010-03-30,7.073384761810303,7.122270863406382,7.0253988122086195,7.095878150659623,527310000
2010-03-31,7.047896385192871,7.09618268107454,7.031701648149068,7.062592736666061,430659600
2010-04-01,7.076986789703369,7.159761567028128,6.980415815734162,7.120174082699551,603145200
2010-04-05,7.152563095092773,7.153162929624061,7.040996274814789,7.047294937816895,684507600
2010-04-06,7.184055805206299,7.2050492182073125,7.107878402365472,7.143867682401047,447017200
2010-04-07,7.215843200683594,7.2554314721193025,7.157660061963567,7.184352293609474,628502000
2010-04-08,7.196351051330566,7.244036700838811,7.1390680482063935,7.211046598631324,572989200
2010-04-09,7.251534938812256,7.254534912956523,7.211647135234163,7.240738715790667,334182800
2010-04-12,7.266530513763428,7.289923263693585,7.252134482515755,7.263830857480834,333026400
2010-04-13,7.27072811126709,7.281825451766333,7.231139828601354,7.253634026475551,306210800
2010-04-14,7.368498802185059,7.372097809412304,7.319913806311603,7.356202594582227,404076400
2010-04-15,7.465371131896973,7.468669821897401,7.363101330868881,7.371198697849782,376784800
2010-04-16,7.4197821617126465,7.531948798219249,7.334307757069283,7.454871274796588,750545600
2010-04-19,7.409885406494141,7.434477817790325,7.250932482615088,7.408685737609105,566924400
2010-04-20,7.335509777069092,7.475268041459995,7.286624456348288,7.453974312672513,738326400
2010-04-21,7.774277687072754,7.805168765467934,7.669608561930993,7.761681161729178,982391200
2010-04-22,7.991715431213379,8.000113117853381,7.6837070891568615,7.744889433829399,793424800
2010-04-23,8.12247371673584,8.162961349359016,8.007608198357367,8.037298808608805,796955600
2010-04-26,8.082590103149414,8.17136326384547,8.043301318491114,8.153968852977366,479068800
2010-04-27,7.858851909637451,8.032799921053616,7.813266086540235,8.015705037180366,709343600
2010-04-28,7.845656394958496,7.91763413723096,7.690002935610514,7.895141543247355,758402400
2010-04-29,8.056795120239258,8.097582276244731,7.857954331111302,7.888244780779376,558840800
2010-04-30,7.8303608894348145,8.11467524928054,7.827662034471024,8.076886474704448,542463600
2010-05-03,7.9881157875061035,8.034002742573835,7.884046467039482,7.912838533230188,454342000
2010-05-04,7.758080005645752,7.896339025894718,7.700197990669506,7.884343139261129,723819600
2010-05-05,7.677406311035156,7.741887321993499,7.459671180870159,7.588633202786843,883103200
2010-05-06,7.385293483734131,7.745185363734135,5.975714084031986,7.612625146557033,1285860800
2010-05-07,7.07368803024292,7.39489270421639,6.754283661213071,7.3091187448384725,1676018400
2010-05-10,7.617424488067627,7.637219029790955,7.453673647138216,7.505258621691143,984306400
2010-05-11,7.693305015563965,7.794374366628349,7.512758762453029,7.5529460884735045,848906800
2010-05-12,7.860353469848633,7.891544071155055,7.758684298486194,7.774878232525199,654379600
2010-05-13,7.7484846115112305,7.947624848290778,7.689701634941206,7.894240381891712,599712400
2010-05-14,7.612329006195068,7.692105434410755,7.482767890331657,7.652517137708592,759362800
2010-05-17,7.624321937561035,7.683104919199881,7.429080207534731,7.638717965924952,762834800
2010-05-18,7.56854248046875,7.754186945355929,7.50556062767298,7.707101115093898,782678400
2010-05-19,7.447976589202881,7.585335526576841,7.343308241237581,7.482766199553239,1025726800
2010-05-20,7.130670547485352,7.313315763020713,7.08418377035523,7.254232460359907,1282915200
2010-05-21,7.267431259155273,7.332811638045472,6.938428742038283,6.982515390060742,1223891200
2010-05-24,7.400587558746338,7.524750885580487,7.385592498557725,7.416183254223429,754238800
2010-05-25,7.3544020652771,7.400587716557714,7.112674386156903,7.178354256776054,1048006400
2010-05-26,7.3211140632629395,7.56164295349273,7.310317039533143,7.5001611029690585,850654000
2010-05-27,7.598230838775635,7.614426373460667,7.471069103156388,7.515755580923785,666282400
2010-05-28,7.704100608825684,7.77967817843281,7.598231787652204,7.7793786615100675,815614800
2010-06-01,7.822566032409668,7.97582020976193,7.766482683626039,7.788376251940288,876472800
2010-06-02,7.916136264801025,7.9416280331360625,7.807567807703352,7.933830183609555,688548000
2010-06-03,7.891246318817139,7.9641242437966495,7.809969905917055,7.953026899740638,650106800
2010-06-04,7.67650842666626,7.854654511739556,7.63662062391214,7.743987822334783,758304400
2010-06-07,7.525952339172363,7.7721784294153,7.514255164367143,7.746386343164657,886942000
2010-06-08,7.477666854858398,7.611727081315014,7.3672996940281275,7.594931712975798,1000770400
2010-06-09,7.293824195861816,7.55474754326462,7.272531260550804,7.541850693924746,854630000
